type,possession_team,player,position,player_id,pass_recipient,id,timestamp,location,pass_end_location,pass_length,pass_outcome
Carry,RB Leipzig,Daniel Olmo Carvajal,Left Center Forward,16532.0,,92ded288-6c94-4fc4-8e77-9acde2cc63ea,00:46:45.357,"[50.0, 21.9]",,,
Pass,RB Leipzig,Daniel Olmo Carvajal,Left Center Forward,16532.0,Timo Werner,60837f51-4886-401c-91c5-7220544633b4,00:46:47.231,"[61.7, 23.5]","[90.6, 22.9]",28.906227,Incomplete
Ball Receipt*,RB Leipzig,Timo Werner,Left Midfield,5557.0,,af0c888a-ae31-4501-b849-84c98008c697,00:46:49.478,"[91.8, 20.3]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Lukáš Hrádecký,76a676c9-4d81-4dc8-90de-2e784f5e3410,00:46:49.478,"[29.5, 57.2]","[2.4, 45.5]",29.517792,
Ball Receipt*,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,,c3fb130c-98e3-4204-80c5-0a103f43e2cd,00:46:51.106,"[2.4, 45.5]",,,
Carry,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,,04d0b373-a8a9-4f5c-bf41-ae0e3854a712,00:46:51.106,"[2.4, 45.5]",,,
Pass,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,Victor Okoh Boniface,622032e9-fee8-4ea3-bfed-e77803483b08,00:46:51.241,"[2.6, 46.6]","[68.9, 66.2]",69.13646,
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,d5e99bb0-e605-4a78-829c-d117fadf1a69,00:46:54.997,"[68.9, 66.2]",,,
Carry,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,a8ba361f-95c0-4786-9082-da0c0520dead,00:46:54.997,"[68.9, 66.2]",,,
Pass,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,Exequiel Alejandro Palacios,5ce602b3-43ab-4629-808a-0f675ab19b5e,00:46:55.934,"[59.7, 63.2]","[51.6, 58.5]",9.364828,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,c0580b2e-5a54-47e1-9676-31c547b04bce,00:46:56.107,"[51.6, 58.5]",,,
Foul Committed,Bayer Leverkusen,Xaver Schlager,Left Defensive Midfield,8769.0,,2bf011fc-8529-4644-9a90-281963ac8f82,00:46:56.107,"[64.0, 16.6]",,,
Foul Won,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,473092fb-ba46-4304-958b-54d62c2b1f7c,00:46:56.107,"[56.1, 63.5]",,,
Pass,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,Florian Wirtz,43dd8058-558a-4ba7-82f1-b59569d0dfca,00:47:02.656,"[60.8, 64.1]","[83.3, 64.5]",22.503555,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,7085f04e-49cd-4733-ac95-4231b2a1aab0,00:47:02.806,"[83.3, 64.5]",,,
Block,Bayer Leverkusen,Mohamed Simakan,Right Center Back,30360.0,,b1464c07-b6e9-48ef-bc4d-b1d48b97f7af,00:47:02.806,"[25.1, 28.0]",,,
Pass,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,Alejandro Grimaldo García,1f53c740-4189-4486-ade0-2fd49e666700,00:47:08.619,"[91.0, 72.6]","[97.6, 19.6]",53.409363,
Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,0c55ad0d-0993-4461-b72a-208e52e744ac,00:47:11.447,"[97.6, 19.6]",,,
Carry,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,00aad304-ac37-467d-b3b2-edf343d485f9,00:47:11.447,"[97.6, 19.6]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Victor Okoh Boniface,5b16ad85-c216-43de-b66d-4cb3f58f323c,00:47:13.543,"[95.2, 20.0]","[120.0, 49.5]",38.53946,Out
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,7e55d31e-6841-49eb-a9d8-00eff62e0900,00:47:16.857,"[112.5, 39.1]",,,
Pass,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,Willi Orban,f369e23c-67d8-4575-b835-2d7fc5dc9a5c,00:47:29.842,"[7.0, 44.1]","[12.1, 25.1]",19.67257,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,1e51470c-0ec0-4b92-bcb5-824487e0d2ed,00:47:32.945,"[12.1, 25.1]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Janis Blaswich,4ff88fa3-5f7e-4016-a815-082c78ddd105,00:47:36.086,"[12.1, 23.3]","[5.6, 39.4]",17.362604,
Ball Receipt*,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,310836fa-192a-47ba-bf8f-b81b9f823cd4,00:47:37.573,"[5.6, 39.4]",,,
Carry,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,87fc4e25-90cd-4691-8b47-16f507d9e074,00:47:37.573,"[5.6, 39.4]",,,
Pass,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,Benjamin Henrichs,1ee969dd-9386-45fc-b20f-3f0e6b6e77f3,00:47:51.822,"[15.3, 46.0]","[27.1, 71.5]",28.097864,
Ball Receipt*,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,00e66863-1f27-48a0-b6cd-790aae0920b2,00:47:53.123,"[27.1, 71.5]",,,
Carry,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,33b7660f-4308-4e35-861f-39a39bb61f05,00:47:53.123,"[27.1, 71.5]",,,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Mohamed Simakan,0929d49e-dcd0-4c3a-a298-2a48a7a1150f,00:47:55.670,"[27.7, 69.7]","[16.1, 66.1]",12.1457815,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,249267ac-1bdb-4fa8-ae60-5c4556c79d87,00:47:56.387,"[16.1, 66.1]",,,
Carry,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,06344333-0550-45a1-b0b1-0873ad0d1f2b,00:47:56.387,"[16.1, 66.1]",,,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Janis Blaswich,82da7cff-d297-4c2f-ab4d-2f354da19e03,00:47:57.229,"[17.7, 65.7]","[10.4, 45.8]",21.196697,
Ball Receipt*,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,52a9d7c5-9d75-4d69-9a86-01c29737786d,00:47:58.579,"[10.4, 45.8]",,,
Carry,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,9b9b4037-fb34-45bd-9cab-c8eb778cd783,00:47:58.579,"[10.4, 45.8]",,,
Pass,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,Willi Orban,668288eb-4816-4508-ac9d-db6e0f8a2935,00:47:59.902,"[9.6, 44.6]","[13.3, 25.9]",19.062529,
Half End,RB Leipzig,,,,,2217210b-a471-4c15-bea1-8fe712687b55,00:48:02.395,,,,
Half End,RB Leipzig,,,,,0479c3ed-c46a-46ad-b655-a114a719ffc2,00:48:02.395,,,,
Half Start,RB Leipzig,,,,,2b51520a-6536-424c-ac26-89558b5b6196,00:00:00.000,,,,
Half Start,RB Leipzig,,,,,d9fcc6ba-b1e9-4beb-b6e3-e74358efe8e7,00:00:00.000,,,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Odilon Kossonou,3c0bf59b-829b-436f-b606-6fff8a7ca713,00:00:00.642,"[61.0, 40.1]","[41.2, 52.1]",23.152538,
Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,a21c1275-a6e2-4ce1-8ca2-75a2942efcda,00:00:01.888,"[41.2, 52.1]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,1d8dd5e7-0901-4b86-9374-91af58b1b25d,00:00:01.888,"[41.2, 52.1]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Victor Okoh Boniface,c4c6161c-20a9-4fa6-9558-5619d4a09206,00:00:03.386,"[46.8, 50.5]","[93.2, 17.5]",56.938213,Unknown
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,e7b84b3b-5eb2-448c-a014-c82269b060db,00:00:06.396,"[93.4, 13.7]",,,
Foul Committed,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,33178d9d-f37d-4be5-91df-7381bda8e71d,00:00:06.582,"[93.4, 15.5]",,,
Foul Won,Bayer Leverkusen,Benjamin Henrichs,Right Back,8211.0,,c87c045c-b187-4e03-81cb-562c1d3bad5b,00:00:06.582,"[26.7, 64.6]",,,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Willi Orban,dd004524-f9e4-40da-b424-5588295f597a,00:00:15.382,"[28.9, 64.6]","[30.7, 48.9]",15.802848,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,e44ca5c7-fa6e-490b-8854-3e139d7de554,00:00:18.394,"[30.7, 48.9]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Xaver Schlager,c19d063b-7820-452f-ab32-61b8ed158257,00:00:18.394,"[24.2, 38.8]","[27.8, 15.6]",23.47765,
Ball Receipt*,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,8e4f9525-94f8-440d-a9c0-c7ab4c493d94,00:00:20.096,"[27.8, 15.6]",,,
Pass,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,Willi Orban,27ee5f81-de8a-403e-b04d-12bfa6d51b45,00:00:21.826,"[29.3, 13.2]","[27.5, 32.7]",19.582901,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,821041c7-c49c-41ca-b1a1-210632fc5eb7,00:00:22.961,"[27.5, 32.7]",,,
Carry,RB Leipzig,Willi Orban,Left Center Back,8509.0,,904fac2b-93b7-4e39-8df5-ad7a4c42c820,00:00:22.961,"[27.5, 32.7]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Mohamed Simakan,ecb36907-b246-4ce6-bb7d-aefb0bd79f02,00:00:24.004,"[27.7, 34.5]","[28.9, 56.2]",21.733154,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,3d1d57a0-0ec8-42ea-baa4-db8168884633,00:00:25.488,"[28.9, 56.2]",,,
Carry,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,e5ea6f0e-83dd-4ca9-8a91-62627cdec20c,00:00:25.488,"[28.9, 56.2]",,,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Willi Orban,d1b5926e-0357-482c-9f3f-2478d219da8f,00:00:26.557,"[30.5, 60.8]","[32.9, 41.7]",19.250195,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,ea8d737b-8bab-42ef-9908-982ca292ded7,00:00:27.518,"[32.9, 41.7]",,,
Carry,RB Leipzig,Willi Orban,Left Center Back,8509.0,,b5ef3544-9611-4007-aadd-99fd419c04da,00:00:27.518,"[32.9, 41.7]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Xaver Schlager,60f1c9b8-52cb-490b-b8b7-7be6dc2581ab,00:00:29.751,"[41.2, 31.7]","[49.2, 3.7]",29.12044,
Ball Receipt*,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,571c8236-f8c0-4ea4-a478-eec5c9b6bf0a,00:00:31.721,"[49.2, 3.7]",,,
Carry,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,49a96d3c-a1a8-4dcc-a275-307768127c32,00:00:31.721,"[49.2, 3.7]",,,
Pass,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,d7adda3e-d4df-4bb3-8765-4be74d1dcac2,00:00:33.566,"[55.0, 5.9]","[95.0, 12.0]",40.462452,Incomplete
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Florian Wirtz,73a60df4-7c6b-4dc6-b853-3e8d90ba25c7,00:00:35.554,"[25.1, 68.1]","[44.4, 67.3]",19.316574,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,3e438000-8761-4561-8c60-731efeb70567,00:00:37.457,"[44.4, 67.3]",,,
Pass,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,Granit Xhaka,22f03cef-f5c0-41f0-989a-385a81e3eaf7,00:00:37.457,"[44.0, 67.1]","[48.6, 53.7]",14.167568,
Pressure,Bayer Leverkusen,Nicolas Seiwald,Right Defensive Midfield,39460.0,,0bd0b6ba-c2a7-456a-9909-7ef751f14ca3,00:00:38.561,"[71.5, 30.0]",,,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,62ead0ab-e3ec-46fa-ab33-7b9d0473a344,00:00:38.934,"[48.6, 53.7]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Victor Okoh Boniface,06810fa6-9ba3-42fd-b3af-36073ccc5979,00:00:38.934,"[49.4, 54.1]","[65.3, 39.6]",21.51883,Incomplete
Pressure,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,4ab10afc-c1aa-4a6f-8f58-9906b265a34e,00:00:40.167,"[64.1, 37.6]",,,
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,d927d81a-8b85-4925-bbbe-33770f8a566d,00:00:40.337,"[64.7, 38.4]",,,
Interception,Bayer Leverkusen,Mohamed Simakan,Right Center Back,30360.0,,67bd3703-58f7-4208-a558-3a45065d8324,00:00:40.337,"[54.8, 40.5]",,,
Pressure,Bayer Leverkusen,Ikoma Loïs Openda,Right Center Forward,16275.0,,ec9fda44-a7c9-4db0-a1ec-c896f11dfdd9,00:00:45.330,"[96.6, 71.6]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Victor Okoh Boniface,94594c07-2022-4e81-9b60-50df71e4e082,00:00:59.427,"[32.9, 0.1]","[55.8, 9.9]",24.908834,
Pressure,Bayer Leverkusen,Mohamed Simakan,Right Center Back,30360.0,,bdff721f-42da-43e8-8a96-97c29f10195a,00:01:01.219,"[62.9, 71.6]",,,
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,0d71512b-da30-44ac-a490-e3c69b9383be,00:01:01.514,"[55.8, 9.9]",,,
Carry,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,a5c149dd-2494-4cbf-b801-bdf8bde622d2,00:01:01.514,"[55.8, 9.9]",,,
Pressure,Bayer Leverkusen,Nicolas Seiwald,Right Defensive Midfield,39460.0,,e16f305a-5845-4128-b2f3-638678314856,00:01:02.042,"[66.1, 70.0]",,,
Pressure,Bayer Leverkusen,Mohamed Simakan,Right Center Back,30360.0,,285e5922-b23a-4c31-af7a-56d6a1f51b76,00:01:05.381,"[53.4, 71.7]",,,
Dispossessed,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,84556dcd-5c44-4e38-a5da-066d3f94b24e,00:01:05.831,"[65.8, 5.2]",,,
Duel,Bayer Leverkusen,Mohamed Simakan,Right Center Back,30360.0,,42add538-a94f-47a3-ba09-e02b25b81c0e,00:01:05.831,"[54.3, 74.9]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Florian Wirtz,511bf60a-4892-417e-8aa8-21cbf2f507db,00:01:15.671,"[69.9, 0.1]","[90.2, 6.5]",21.284971,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,b959da14-56ea-4935-b4a5-0506624d57c6,00:01:16.960,"[90.2, 6.5]",,,
Carry,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,1b0fc31b-f90b-46c8-89c6-d0038cd57e65,00:01:16.960,"[90.2, 6.5]",,,
Pressure,Bayer Leverkusen,Mohamed Simakan,Right Center Back,30360.0,,a667e748-c007-4921-84c9-78eac6d5fc41,00:01:17.439,"[27.3, 73.0]",,,
Pressure,Bayer Leverkusen,Benjamin Henrichs,Right Back,8211.0,,5ac070e5-ec86-44bb-973c-81c633f1c9ba,00:01:17.690,"[29.3, 75.2]",,,
Dispossessed,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,889a51e3-7f71-4188-88e8-5b6fcb516a89,00:01:18.206,"[93.0, 5.1]",,,
Duel,Bayer Leverkusen,Mohamed Simakan,Right Center Back,30360.0,,0eb9109e-0e21-4160-b881-95901d13bc9c,00:01:18.206,"[27.1, 75.0]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Granit Xhaka,4292f13b-39d2-4452-bd68-f5bf0b17421c,00:01:28.567,"[92.8, 0.1]","[83.2, 13.5]",16.483932,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,d3ce943e-c1c8-40dd-8ac7-5ee4f614a750,00:01:29.439,"[83.2, 13.5]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Alejandro Grimaldo García,903757a9-7e04-43b7-a097-082609bbdc9d,00:01:29.439,"[83.4, 11.3]","[87.8, 5.3]",7.44043,
Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,8789696f-d974-4acf-a9c2-1653ffc022ee,00:01:30.318,"[87.8, 5.3]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Granit Xhaka,888be9bb-179b-4a90-9ad8-cb56b5814a3f,00:01:30.318,"[89.2, 5.5]","[85.4, 12.3]",7.7897367,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,a882096f-68c3-4aab-9b9d-662471b9aa7f,00:01:31.649,"[85.4, 12.3]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Florian Wirtz,5c021210-628e-4220-b39e-ce68ee444c23,00:01:31.649,"[85.4, 12.3]","[95.0, 15.7]",10.184301,Incomplete
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,672b7785-acfe-49af-bd5b-87d72f663a37,00:01:32.951,"[94.4, 12.1]",,,
Pass,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,Xavi Simons,654fdd3d-98b4-4fdc-a11d-9ab488a98057,00:01:32.951,"[25.1, 64.4]","[28.9, 72.4]",8.856636,
Ball Receipt*,RB Leipzig,Xavi Simons,Right Midfield,39167.0,,264c78d8-1a8f-4572-a050-3e7e259c4fa7,00:01:34.234,"[28.9, 72.4]",,,
Pass,RB Leipzig,Xavi Simons,Right Midfield,39167.0,Benjamin Henrichs,bab0f6be-71b1-437f-9d59-bb78bb4d0308,00:01:34.354,"[28.9, 72.4]","[20.9, 67.6]",9.329523,
Ball Receipt*,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,b645ef9c-ad7c-4110-9d12-20746392b585,00:01:35.016,"[20.9, 67.6]",,,
Carry,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,53bfa908-da6c-46e9-b624-4fdca6b14994,00:01:35.016,"[20.9, 67.6]",,,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,ca91b8f5-a22d-4e68-973e-58c3f37c469d,00:01:35.096,"[20.1, 70.2]","[51.4, 70.8]",31.30575,Incomplete
Pass,RB Leipzig,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Granit Xhaka,e12336e3-2b5c-42b9-a275-f094d2cc1363,00:01:37.238,"[68.7, 9.3]","[81.3, 11.9]",12.865458,Incomplete
Ball Receipt*,RB Leipzig,Granit Xhaka,Left Defensive Midfield,3500.0,,48d9e553-9bff-420a-8b7f-9a7a1f16c937,00:01:39.431,"[83.8, 12.1]",,,
Duel,RB Leipzig,Granit Xhaka,Left Defensive Midfield,3500.0,,75c855bd-2bd9-4df5-9c02-447e41d8c128,00:01:39.431,"[81.3, 11.9]",,,
Clearance,RB Leipzig,Xavi Simons,Right Midfield,39167.0,,fee18b35-b7e9-4b88-becc-ffe086391ed2,00:01:39.431,"[38.8, 68.2]",,,
Duel,RB Leipzig,Florian Wirtz,Left Wing,40724.0,,3f4d28cd-83e7-4d78-bac2-4b8c086b7fea,00:01:40.707,"[85.4, 11.3]",,,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,a8aa1263-3b1e-4640-89e7-434c09d27f53,00:01:40.707,"[34.7, 68.8]","[46.0, 66.0]",11.641735,Incomplete
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Alejandro Grimaldo García,a5218a04-7647-4f1a-8845-1a4a930f7642,00:01:41.858,"[74.1, 14.1]","[74.1, 6.7]",7.4,
Pressure,Bayer Leverkusen,Benjamin Henrichs,Right Back,8211.0,,ed141ea4-4a30-40c1-8fbe-aab34260ed8e,00:01:42.892,"[42.6, 73.8]",,,
Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,53a1cfac-6f25-46ea-87d7-2dcc73de031e,00:01:42.985,"[74.1, 6.7]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Edmond Fayçal Tapsoba,60b63b18-1c3c-4c32-9d2d-334ab68610cb,00:01:43.117,"[74.3, 6.5]","[65.7, 9.5]",9.108238,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,e99f5bd2-6019-4244-ab1c-1dcbe515a0e2,00:01:43.842,"[65.7, 9.5]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,1ba9b8d1-8ca1-4db8-b113-47b2ec2ff906,00:01:43.842,"[65.7, 9.5]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,3b5a5bb2-6109-442a-9038-7acf3b7b7974,00:01:43.882,"[63.5, 7.7]","[83.4, 0.1]",21.301878,Out
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Nicolas Seiwald,0cedaec9-2e64-4702-818e-ba18858a1750,00:01:48.066,"[34.1, 80.0]","[43.6, 70.8]",13.224598,
Ball Receipt*,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,,08f4e254-de82-4ec2-8ca6-19f690953c0a,00:01:49.242,"[43.6, 70.8]",,,
Pass,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,Timo Werner,e57b5992-f937-4992-a546-b827d9c05844,00:01:51.261,"[46.6, 68.2]","[109.7, 19.8]",79.52465,
Pressure,RB Leipzig,Odilon Kossonou,Right Center Back,27133.0,,93a733d7-0d44-4dcc-94cf-3b5bfa89c73f,00:01:55.700,"[9.6, 58.7]",,,
Ball Receipt*,RB Leipzig,Timo Werner,Left Midfield,5557.0,,150b5b2f-8ff0-4c6c-a60e-fc95833f799d,00:01:55.909,"[109.7, 19.8]",,,
Carry,RB Leipzig,Timo Werner,Left Midfield,5557.0,,929d4a11-980b-4f2c-aa02-5616aa5ecd7a,00:01:55.909,"[109.7, 19.8]",,,
Pressure,RB Leipzig,Jeremie Frimpong,Right Wing Back,32712.0,,7fe38628-3b0e-4c9c-800a-bf8e41e6d22a,00:01:56.736,"[11.4, 60.9]",,,
Dispossessed,RB Leipzig,Timo Werner,Left Midfield,5557.0,,8b235600-e685-43fb-a9a6-3a6f12e93874,00:01:57.295,"[112.1, 16.6]",,,
Duel,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,b9140ead-17d2-4ac5-b23e-ad6e1855fc34,00:01:57.295,"[8.0, 63.5]",,,
Carry,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,6988fd81-c147-425e-983e-880f8c2889db,00:01:57.295,"[8.0, 63.5]",,,
Pressure,Bayer Leverkusen,Timo Werner,Left Midfield,5557.0,,5d09fa1d-b213-4032-9b51-497433af8d7f,00:01:58.284,"[109.3, 10.6]",,,
Pass,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,Odilon Kossonou,2ff40f96-2936-475e-a22c-3870bda2307e,00:02:00.180,"[8.6, 77.2]","[5.8, 67.1]",10.480935,
Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,4d6df40a-4971-44f0-8236-95ba63aad585,00:02:01.151,"[5.8, 67.1]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,8159876a-4e63-4406-9890-83f3b9f6c466,00:02:01.151,"[5.8, 67.1]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Alejandro Grimaldo García,4bf68b2a-58e1-4255-99dd-7363e6a2107b,00:02:04.552,"[13.3, 48.2]","[21.5, 18.9]",30.425812,
Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,8fa3283d-572a-4f06-b302-3bfc45289d6f,00:02:06.349,"[21.5, 18.9]",,,
Carry,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,7467e3c3-5194-4053-812f-eba106ff6679,00:02:06.349,"[21.5, 18.9]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Lukáš Hrádecký,ef3d7697-92e2-4e36-9fa3-a3866f8af949,00:02:11.775,"[18.7, 8.5]","[2.6, 26.1]",23.853092,
Pressure,Bayer Leverkusen,Daniel Olmo Carvajal,Left Center Forward,16532.0,,d9b81ebf-dcfd-4e83-9187-32ed945adeb7,00:02:13.314,"[109.5, 53.1]",,,
Ball Receipt*,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,,ce4eaa7d-1eaa-47f4-887a-0d8329f97ce5,00:02:13.432,"[2.6, 26.1]",,,
Carry,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,,bffc702b-6c58-4806-b0c8-052fa6b66c02,00:02:13.432,"[2.6, 26.1]",,,
Pass,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,Victor Okoh Boniface,d3118470-3f1d-4c02-b2ac-4c18551e7b7f,00:02:13.490,"[4.6, 27.0]","[61.1, 20.5]",56.872665,
Pressure,Bayer Leverkusen,Xaver Schlager,Left Defensive Midfield,8769.0,,ae1faa87-23ae-4d1d-8511-89651162982e,00:02:16.986,"[58.2, 61.0]",,,
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,5ac0bd4e-0e48-43fa-ae8d-718dc6d4a763,00:02:17.045,"[61.1, 20.5]",,,
Carry,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,d6426f20-7be6-4208-bc53-710564d85239,00:02:17.045,"[61.1, 20.5]",,,
Foul Committed,Bayer Leverkusen,Willi Orban,Left Center Back,8509.0,,f8521ad5-1c8c-4f1b-80b1-dfd5cce32a74,00:02:17.081,"[60.1, 54.9]",,,
Foul Won,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,8eb4df25-c21c-40e9-9cff-c00a259c0838,00:02:17.081,"[60.0, 25.2]",,,
Carry,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,7e0b6005-d1f9-4b1c-abfc-875c2c76074a,00:02:17.081,"[60.0, 25.2]",,,
Pass,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,Granit Xhaka,5ef662d8-e0bf-40fe-ad22-213969860f32,00:02:17.085,"[58.7, 19.9]","[49.2, 29.2]",13.29436,
